"gene","module"
"ENSG00000262484.1","blue"
"ENSG00000128218.8","turquoise"
"ENSG00000164393.8","yellow"
"ENSG00000177575.13","turquoise"
"ENSG00000075213.11","grey"
"ENSG00000188822.8","turquoise"
"ENSG00000143473.13","blue"
"ENSG00000167244.21","brown"
"ENSG00000205116.3","turquoise"
"ENSG00000073734.10","yellow"
"ENSG00000074317.11","grey"
"ENSG00000090382.7","turquoise"
"ENSG00000221947.8","grey"
"ENSG00000165474.8","yellow"
"ENSG00000168671.10","grey"
"ENSG00000162706.13","brown"
"ENSG00000224114.1","grey"
"ENSG00000005073.6","grey"
"ENSG00000095303.17","yellow"
"ENSG00000167555.14","brown"
"ENSG00000163364.10","blue"
"ENSG00000234156.3","grey"
"ENSG00000181036.14","turquoise"
"ENSG00000130829.18","turquoise"
"ENSG00000251003.9","turquoise"
"ENSG00000070019.5","blue"
"ENSG00000223658.8","grey"
"ENSG00000187855.5","turquoise"
"ENSG00000198483.13","yellow"
"ENSG00000287626.1","turquoise"
"ENSG00000115297.11","grey"
"ENSG00000183813.7","turquoise"
"ENSG00000263503.1","grey"
"ENSG00000150750.8","grey"
"ENSG00000038427.16","brown"
"ENSG00000143365.19","turquoise"
"ENSG00000188730.5","grey"
"ENSG00000102678.7","green"
"ENSG00000113905.5","grey"
"ENSG00000258811.1","blue"
"ENSG00000110675.13","green"
"ENSG00000119938.9","green"
"ENSG00000288046.1","grey"
"ENSG00000137875.4","turquoise"
"ENSG00000198574.6","turquoise"
"ENSG00000231764.10","blue"
"ENSG00000250934.2","grey"
"ENSG00000187140.6","yellow"
"ENSG00000087085.16","green"
"ENSG00000186431.19","turquoise"
"ENSG00000165972.13","grey"
"ENSG00000280135.1","turquoise"
"ENSG00000105641.4","blue"
"ENSG00000172058.16","grey"
"ENSG00000258986.7","brown"
"ENSG00000197921.6","yellow"
"ENSG00000179799.9","grey"
"ENSG00000232053.7","grey"
"ENSG00000120057.5","green"
"ENSG00000287963.1","yellow"
"ENSG00000018236.15","grey"
"ENSG00000226999.1","grey"
"ENSG00000268628.2","grey"
"ENSG00000160349.10","brown"
"ENSG00000140873.16","brown"
"ENSG00000230387.4","grey"
"ENSG00000251129.2","blue"
"ENSG00000232803.1","grey"
"ENSG00000228549.4","blue"
"ENSG00000171246.6","grey"
"ENSG00000239556.4","yellow"
"ENSG00000165556.10","grey"
"ENSG00000182256.13","grey"
"ENSG00000237412.7","green"
"ENSG00000237592.2","turquoise"
"ENSG00000196407.12","yellow"
"ENSG00000065609.14","yellow"
"ENSG00000170608.3","blue"
"ENSG00000273367.1","grey"
"ENSG00000133687.16","brown"
"ENSG00000117152.14","brown"
"ENSG00000162975.5","brown"
"ENSG00000272568.6","turquoise"
"ENSG00000087494.16","turquoise"
"ENSG00000269855.2","yellow"
"ENSG00000143882.12","yellow"
"ENSG00000160229.13","turquoise"
"ENSG00000185155.12","turquoise"
"ENSG00000162543.6","green"
"ENSG00000254814.1","yellow"
"ENSG00000164266.11","grey"
"ENSG00000228668.1","turquoise"
"ENSG00000287985.1","grey"
"ENSG00000185352.8","blue"
"ENSG00000119888.11","blue"
"ENSG00000170044.8","grey"
"ENSG00000183929.7","grey"
"ENSG00000205279.8","yellow"
"ENSG00000235899.2","turquoise"
"ENSG00000286791.1","grey"
"ENSG00000140067.6","grey"
"ENSG00000227496.3","turquoise"
"ENSG00000142515.15","grey"
"ENSG00000167800.9","grey"
"ENSG00000230033.1","grey"
"ENSG00000233441.6","turquoise"
"ENSG00000277156.1","blue"
"ENSG00000166405.15","turquoise"
"ENSG00000267069.1","turquoise"
"ENSG00000135248.15","yellow"
"ENSG00000037965.6","grey"
"ENSG00000132329.11","green"
"ENSG00000188039.16","blue"
"ENSG00000134548.11","green"
"ENSG00000230461.9","grey"
"ENSG00000287331.1","grey"
"ENSG00000184985.16","green"
"ENSG00000140284.11","turquoise"
"ENSG00000278266.1","grey"
"ENSG00000111846.19","blue"
"ENSG00000102794.10","turquoise"
"ENSG00000276122.1","blue"
"ENSG00000253125.1","grey"
"ENSG00000121743.4","grey"
"ENSG00000211727.3","turquoise"
"ENSG00000106511.6","brown"
"ENSG00000249345.8","grey"
"ENSG00000164946.20","turquoise"
"ENSG00000225783.8","turquoise"
"ENSG00000182648.13","yellow"
"ENSG00000172000.7","turquoise"
"ENSG00000015413.9","turquoise"
"ENSG00000286893.1","yellow"
"ENSG00000250748.6","turquoise"
"ENSG00000189292.16","yellow"
"ENSG00000105707.14","grey"
"ENSG00000188176.12","green"
"ENSG00000164265.9","blue"
"ENSG00000223764.2","brown"
"ENSG00000103569.10","turquoise"
"ENSG00000271392.1","grey"
"ENSG00000228295.2","grey"
"ENSG00000138642.15","blue"
"ENSG00000102466.16","brown"
"ENSG00000211672.2","turquoise"
"ENSG00000225521.1","grey"
"ENSG00000261268.1","yellow"
"ENSG00000226562.4","grey"
"ENSG00000232629.9","turquoise"
"ENSG00000154027.19","brown"
"ENSG00000140459.18","grey"
"ENSG00000144366.16","brown"
"ENSG00000168824.14","yellow"
"ENSG00000231877.1","yellow"
"ENSG00000233539.5","blue"
"ENSG00000239552.2","blue"
"ENSG00000250929.2","yellow"
"ENSG00000259755.1","grey"
"ENSG00000277748.1","grey"
"ENSG00000287259.1","grey"
"ENSG00000288541.1","grey"
"ENSG00000102886.15","yellow"
"ENSG00000204099.12","green"
"ENSG00000135744.8","green"
"ENSG00000183098.11","brown"
"ENSG00000153233.13","green"
"ENSG00000204767.4","brown"
"ENSG00000286179.1","grey"
"ENSG00000165186.12","brown"
"ENSG00000128655.18","brown"
"ENSG00000167483.19","turquoise"
"ENSG00000251151.2","grey"
"ENSG00000225210.10","grey"
"ENSG00000184669.9","blue"
"ENSG00000206531.10","blue"
"ENSG00000232680.2","blue"
"ENSG00000267453.7","grey"
"ENSG00000130035.9","brown"
"ENSG00000206432.4","turquoise"
"ENSG00000139547.7","yellow"
"ENSG00000186723.4","yellow"
"ENSG00000227632.2","grey"
"ENSG00000141622.14","yellow"
"ENSG00000171450.6","grey"
"ENSG00000183196.10","brown"
"ENSG00000256618.2","grey"
"ENSG00000286039.1","brown"
"ENSG00000235621.9","turquoise"
"ENSG00000117228.10","blue"
"ENSG00000183668.18","grey"
"ENSG00000080031.10","grey"
"ENSG00000157150.5","green"
"ENSG00000287064.1","grey"
"ENSG00000070886.12","grey"
"ENSG00000162755.14","blue"
"ENSG00000247134.7","grey"
"ENSG00000254838.5","turquoise"
"ENSG00000173068.18","brown"
"ENSG00000172264.17","turquoise"
"ENSG00000215386.13","turquoise"
"ENSG00000277587.1","grey"
"ENSG00000241656.1","grey"
"ENSG00000034239.11","turquoise"
"ENSG00000284636.1","grey"
"ENSG00000211724.3","turquoise"
"ENSG00000250546.6","grey"
"ENSG00000143341.12","brown"
"ENSG00000115457.10","turquoise"
"ENSG00000178965.14","blue"
"ENSG00000233008.6","brown"
"ENSG00000232869.2","turquoise"
"ENSG00000183317.17","grey"
"ENSG00000276557.1","turquoise"
"ENSG00000286289.1","brown"
"ENSG00000146013.11","blue"
"ENSG00000247627.2","grey"
"ENSG00000234896.1","yellow"
"ENSG00000132429.10","green"
"ENSG00000232406.7","blue"
"ENSG00000162366.8","yellow"
"ENSG00000105219.10","turquoise"
"ENSG00000242147.3","turquoise"
"ENSG00000165409.18","turquoise"
"ENSG00000186191.8","grey"
"ENSG00000250102.6","grey"
"ENSG00000169856.9","turquoise"
"ENSG00000116996.9","grey"
"ENSG00000187144.11","blue"
"ENSG00000197794.2","turquoise"
"ENSG00000197565.16","turquoise"
"ENSG00000253552.8","grey"
"ENSG00000251301.7","turquoise"
"ENSG00000182885.17","brown"
"ENSG00000196188.12","grey"
"ENSG00000116299.17","blue"
"ENSG00000175697.11","grey"
"ENSG00000172673.11","turquoise"
"ENSG00000176165.12","yellow"
"ENSG00000226747.6","blue"
"ENSG00000152078.10","turquoise"
"ENSG00000268941.2","brown"
"ENSG00000178401.16","yellow"
"ENSG00000099812.9","turquoise"
"ENSG00000054803.4","grey"
"ENSG00000144820.8","grey"
"ENSG00000270467.1","turquoise"
"ENSG00000130226.17","green"
"ENSG00000171119.2","blue"
"ENSG00000237265.6","yellow"
"ENSG00000155265.11","yellow"
"ENSG00000187323.12","turquoise"
"ENSG00000183479.12","yellow"
"ENSG00000185090.14","grey"
"ENSG00000188488.14","brown"
"ENSG00000243537.1","turquoise"
"ENSG00000237702.2","turquoise"
"ENSG00000078549.15","brown"
"ENSG00000249628.3","grey"
"ENSG00000286587.1","grey"
"ENSG00000205846.4","turquoise"
"ENSG00000124785.9","grey"
"ENSG00000250305.9","turquoise"
"ENSG00000262619.2","blue"
"ENSG00000213344.2","turquoise"
"ENSG00000287823.1","turquoise"
"ENSG00000186847.6","yellow"
"ENSG00000044524.11","brown"
"ENSG00000251144.1","brown"
"ENSG00000212916.4","brown"
"ENSG00000154252.12","blue"
"ENSG00000286667.1","grey"
"ENSG00000185565.12","brown"
"ENSG00000188056.12","grey"
"ENSG00000249780.1","grey"
"ENSG00000185271.9","green"
"ENSG00000206579.9","turquoise"
"ENSG00000132464.13","green"
"ENSG00000230936.1","grey"
"ENSG00000186188.11","turquoise"
"ENSG00000234756.1","yellow"
"ENSG00000104921.15","turquoise"
"ENSG00000167748.11","grey"
"ENSG00000182389.20","turquoise"
"ENSG00000267147.2","yellow"
"ENSG00000248383.5","turquoise"
"ENSG00000162373.13","turquoise"
"ENSG00000213556.3","yellow"
"ENSG00000121380.12","turquoise"
"ENSG00000211799.3","turquoise"
"ENSG00000168676.11","blue"
"ENSG00000143839.15","blue"
"ENSG00000101542.10","green"
"ENSG00000155816.20","brown"
"ENSG00000283453.2","grey"
"ENSG00000196867.8","turquoise"
"ENSG00000091181.20","turquoise"
"ENSG00000187912.12","turquoise"
"ENSG00000235304.2","turquoise"
"ENSG00000119922.10","blue"
"ENSG00000003137.8","yellow"
"ENSG00000274767.1","turquoise"
"ENSG00000151834.16","brown"
"ENSG00000254348.1","blue"
"ENSG00000286060.1","blue"
"ENSG00000112782.19","turquoise"
"ENSG00000213937.4","grey"
"ENSG00000181626.12","grey"
"ENSG00000121904.17","brown"
"ENSG00000235576.1","turquoise"
"ENSG00000166558.11","grey"
"ENSG00000053328.8","brown"
"ENSG00000169126.16","turquoise"
"ENSG00000150051.14","brown"
"ENSG00000157703.16","blue"
"ENSG00000154548.9","yellow"
"ENSG00000171124.13","blue"
"ENSG00000259353.1","grey"
"ENSG00000204889.10","blue"
"ENSG00000231802.1","turquoise"
"ENSG00000258128.2","grey"
"ENSG00000198478.8","blue"
"ENSG00000233792.3","yellow"
"ENSG00000090932.11","grey"
"ENSG00000240219.1","turquoise"
"ENSG00000277702.1","turquoise"
"ENSG00000253957.1","turquoise"
"ENSG00000267665.2","blue"
"ENSG00000286330.1","turquoise"
"ENSG00000130768.15","turquoise"
"ENSG00000145107.16","yellow"
"ENSG00000119547.6","grey"
"ENSG00000133106.15","blue"
"ENSG00000203747.12","turquoise"
"ENSG00000109943.9","turquoise"
"ENSG00000155659.15","turquoise"
"ENSG00000122733.12","grey"
"ENSG00000144681.10","green"
"ENSG00000171016.13","brown"
"ENSG00000229847.9","green"
"ENSG00000169495.5","turquoise"
"ENSG00000244306.11","grey"
"ENSG00000006071.15","blue"
"ENSG00000215148.11","blue"
"ENSG00000281655.1","blue"
"ENSG00000229107.2","grey"
"ENSG00000219438.9","brown"
"ENSG00000116147.17","turquoise"
"ENSG00000211785.1","turquoise"
"ENSG00000188883.5","blue"
"ENSG00000162692.12","turquoise"
"ENSG00000197057.10","turquoise"
"ENSG00000197415.12","brown"
"ENSG00000244541.6","yellow"
"ENSG00000159618.16","turquoise"
"ENSG00000171611.10","turquoise"
"ENSG00000137440.5","yellow"
"ENSG00000260186.5","grey"
"ENSG00000130427.3","turquoise"
"ENSG00000236449.2","grey"
"ENSG00000184226.15","green"
"ENSG00000140522.12","grey"
"ENSG00000072041.17","grey"
"ENSG00000196301.3","turquoise"
"ENSG00000160182.3","blue"
"ENSG00000214313.8","yellow"
"ENSG00000273933.1","blue"
"ENSG00000168309.18","turquoise"
"ENSG00000285535.2","turquoise"
"ENSG00000250490.1","blue"
"ENSG00000048540.15","grey"
"ENSG00000171560.16","grey"
"ENSG00000226690.8","yellow"
"ENSG00000181126.13","turquoise"
"ENSG00000227676.4","grey"
"ENSG00000270076.1","grey"
"ENSG00000002726.21","grey"
"ENSG00000181374.8","turquoise"
"ENSG00000258902.1","turquoise"
"ENSG00000179008.9","turquoise"
"ENSG00000211792.2","turquoise"
"ENSG00000153976.3","grey"
"ENSG00000242908.6","blue"
"ENSG00000176998.4","turquoise"
"ENSG00000183837.9","turquoise"
"ENSG00000233521.7","brown"
"ENSG00000146285.14","turquoise"
"ENSG00000255345.1","yellow"
"ENSG00000186407.7","turquoise"
"ENSG00000229867.2","grey"
"ENSG00000064300.9","grey"
"ENSG00000231574.6","grey"
"ENSG00000164120.14","turquoise"
"ENSG00000109738.11","brown"
"ENSG00000227154.4","grey"
"ENSG00000149050.10","grey"
"ENSG00000171877.21","grey"
"ENSG00000132746.15","yellow"
"ENSG00000111087.10","grey"
"ENSG00000140279.13","blue"
"ENSG00000165171.11","yellow"
"ENSG00000242715.8","yellow"
"ENSG00000105251.11","green"
"ENSG00000114455.13","blue"
"ENSG00000256546.2","grey"
"ENSG00000185818.8","green"
"ENSG00000257042.1","turquoise"
"ENSG00000257060.7","grey"
"ENSG00000225742.6","blue"
"ENSG00000125538.12","yellow"
"ENSG00000112303.14","turquoise"
"ENSG00000198133.8","blue"
"ENSG00000259038.1","grey"
"ENSG00000236008.3","turquoise"
"ENSG00000163884.4","turquoise"
"ENSG00000178538.10","turquoise"
"ENSG00000115705.22","turquoise"
"ENSG00000266278.1","grey"
"ENSG00000109272.4","grey"
"ENSG00000120332.16","brown"
"ENSG00000240045.2","green"
"ENSG00000237166.2","yellow"
"ENSG00000165685.8","turquoise"
"ENSG00000260314.3","turquoise"
"ENSG00000135423.13","blue"
"ENSG00000169429.11","grey"
"ENSG00000164047.6","grey"
"ENSG00000175265.17","blue"
"ENSG00000109163.7","yellow"
"ENSG00000080166.16","grey"
"ENSG00000233695.2","blue"
"ENSG00000250261.1","blue"
"ENSG00000140285.12","brown"
"ENSG00000286451.1","grey"
"ENSG00000271447.6","blue"
"ENSG00000183186.8","grey"
"ENSG00000287929.1","turquoise"
"ENSG00000239392.2","grey"
"ENSG00000198300.14","brown"
"ENSG00000178772.7","brown"
"ENSG00000160282.14","blue"
"ENSG00000224520.2","grey"
"ENSG00000249379.2","blue"
"ENSG00000162739.14","turquoise"
"ENSG00000113209.9","brown"
"ENSG00000082175.15","brown"
"ENSG00000180210.15","grey"
"ENSG00000272138.2","blue"
"ENSG00000271216.2","brown"
"ENSG00000078098.14","brown"
"ENSG00000231672.8","grey"
"ENSG00000213201.3","yellow"
"ENSG00000248837.7","grey"
"ENSG00000248568.1","grey"
"ENSG00000197416.4","yellow"
"ENSG00000170382.12","turquoise"
"ENSG00000160223.17","grey"
"ENSG00000213130.3","grey"
"ENSG00000248359.2","blue"
"ENSG00000251363.3","blue"
"ENSG00000205057.6","grey"
"ENSG00000163515.6","grey"
"ENSG00000180828.3","turquoise"
"ENSG00000229896.2","grey"
"ENSG00000261026.1","yellow"
"ENSG00000178773.15","grey"
"ENSG00000211801.3","turquoise"
"ENSG00000111863.13","blue"
"ENSG00000287545.1","blue"
"ENSG00000211710.3","turquoise"
"ENSG00000246465.1","blue"
"ENSG00000258609.3","grey"
"ENSG00000188306.6","blue"
"ENSG00000105357.19","blue"
"ENSG00000210195.2","grey"
"ENSG00000169884.14","grey"
"ENSG00000163915.7","turquoise"
"ENSG00000078018.20","yellow"
"ENSG00000162931.12","blue"
"ENSG00000185499.16","brown"
"ENSG00000006606.9","grey"
"ENSG00000154645.14","grey"
"ENSG00000148600.15","yellow"
"ENSG00000232679.2","brown"
"ENSG00000002745.13","grey"
"ENSG00000283897.2","blue"
"ENSG00000171551.12","turquoise"
"ENSG00000143867.7","grey"
"ENSG00000120659.15","brown"
"ENSG00000257114.3","grey"
"ENSG00000183840.7","blue"
"ENSG00000162897.16","turquoise"
"ENSG00000006059.4","blue"
"ENSG00000144712.12","green"
"ENSG00000089692.9","turquoise"
"ENSG00000204334.7","grey"
"ENSG00000125618.17","grey"
"ENSG00000239467.6","grey"
"ENSG00000130876.11","grey"
"ENSG00000230836.1","yellow"
"ENSG00000131355.15","turquoise"
"ENSG00000205809.9","turquoise"
"ENSG00000196664.5","turquoise"
"ENSG00000233452.7","yellow"
"ENSG00000275340.1","grey"
"ENSG00000214376.6","grey"
"ENSG00000073861.3","turquoise"
"ENSG00000180660.8","brown"
"ENSG00000278594.1","grey"
"ENSG00000214725.9","blue"
"ENSG00000173208.4","turquoise"
"ENSG00000079385.23","blue"
"ENSG00000268307.1","yellow"
"ENSG00000255282.6","grey"
"ENSG00000147117.8","yellow"
"ENSG00000249279.6","grey"
"ENSG00000283709.1","blue"
"ENSG00000187546.14","brown"
"ENSG00000121552.4","yellow"
"ENSG00000145103.15","blue"
"ENSG00000113763.12","brown"
"ENSG00000124939.6","blue"
"ENSG00000198358.4","blue"
"ENSG00000234665.9","grey"
"ENSG00000254046.1","turquoise"
"ENSG00000273259.3","grey"
"ENSG00000211734.3","turquoise"
"ENSG00000129009.13","brown"
"ENSG00000064195.7","yellow"
"ENSG00000254101.7","blue"
"ENSG00000167105.8","blue"
"ENSG00000237445.2","turquoise"
"ENSG00000132911.5","blue"
"ENSG00000223783.1","blue"
"ENSG00000204262.14","brown"
"ENSG00000146038.12","turquoise"
"ENSG00000172543.8","turquoise"
"ENSG00000287430.1","grey"
"ENSG00000077092.19","brown"
"ENSG00000220378.3","grey"
"ENSG00000111186.13","green"
"ENSG00000125675.18","brown"
"ENSG00000171049.9","turquoise"
"ENSG00000235295.1","grey"
"ENSG00000230709.1","turquoise"
"ENSG00000272636.4","turquoise"
"ENSG00000115523.17","turquoise"
"ENSG00000145362.20","brown"
"ENSG00000285887.1","blue"
"ENSG00000287051.1","yellow"
"ENSG00000237886.1","blue"
"ENSG00000234477.1","grey"
"ENSG00000171476.22","yellow"
"ENSG00000174697.5","grey"
"ENSG00000259230.1","yellow"
"ENSG00000106178.7","turquoise"
"ENSG00000213160.10","yellow"
"ENSG00000182393.3","grey"
"ENSG00000235205.1","green"
"ENSG00000276953.1","turquoise"
"ENSG00000176678.6","grey"
"ENSG00000226953.8","grey"
"ENSG00000213729.3","turquoise"
"ENSG00000259884.1","grey"
"ENSG00000196092.14","turquoise"
"ENSG00000129990.15","grey"
"ENSG00000157542.11","brown"
"ENSG00000179698.14","blue"
"ENSG00000169676.6","grey"
"ENSG00000267123.7","blue"
"ENSG00000223940.1","grey"
"ENSG00000236651.1","turquoise"
"ENSG00000234965.2","turquoise"
"ENSG00000167608.12","blue"
"ENSG00000226240.2","turquoise"
"ENSG00000261553.5","green"
"ENSG00000111319.13","blue"
"ENSG00000287235.1","turquoise"
"ENSG00000249577.1","brown"
"ENSG00000104237.11","grey"
"ENSG00000286015.1","grey"
"ENSG00000235034.7","blue"
"ENSG00000236124.1","yellow"
"ENSG00000170370.12","green"
"ENSG00000148702.15","grey"
"ENSG00000135773.13","blue"
"ENSG00000241479.1","blue"
"ENSG00000285205.2","brown"
"ENSG00000261704.2","turquoise"
"ENSG00000262539.1","grey"
"ENSG00000269526.1","grey"
"ENSG00000274525.1","blue"
"ENSG00000170153.11","turquoise"
"ENSG00000269376.1","blue"
"ENSG00000137573.14","brown"
"ENSG00000166257.9","green"
"ENSG00000169174.11","grey"
"ENSG00000215237.6","grey"
"ENSG00000123405.14","yellow"
"ENSG00000163518.11","turquoise"
"ENSG00000237807.4","turquoise"
"ENSG00000122778.10","brown"
"ENSG00000251320.1","brown"
"ENSG00000186790.6","grey"
"ENSG00000204033.10","grey"
"ENSG00000284646.1","grey"
"ENSG00000122025.15","turquoise"
"ENSG00000166923.12","brown"
"ENSG00000269981.1","blue"
"ENSG00000275791.1","turquoise"
"ENSG00000260604.2","green"
"ENSG00000211793.2","turquoise"
"ENSG00000139209.16","turquoise"
"ENSG00000248265.2","grey"
"ENSG00000283063.1","turquoise"
"ENSG00000125965.9","brown"
"ENSG00000205359.10","grey"
"ENSG00000095627.9","brown"
"ENSG00000101916.12","turquoise"
"ENSG00000149970.16","turquoise"
"ENSG00000211779.3","turquoise"
"ENSG00000011347.10","turquoise"
"ENSG00000112562.19","brown"
"ENSG00000262681.2","turquoise"
"ENSG00000170011.14","turquoise"
"ENSG00000169894.18","grey"
"ENSG00000236358.1","yellow"
"ENSG00000105675.9","blue"
"ENSG00000156687.11","grey"
"ENSG00000184895.8","red"
"ENSG00000115363.14","brown"
"ENSG00000233765.1","yellow"
"ENSG00000102245.8","turquoise"
"ENSG00000166473.17","grey"
"ENSG00000186265.10","turquoise"
"ENSG00000143921.9","grey"
"ENSG00000253931.1","grey"
"ENSG00000182168.15","brown"
"ENSG00000213190.4","green"
"ENSG00000029534.21","green"
"ENSG00000198354.7","brown"
"ENSG00000232316.2","grey"
"ENSG00000165495.16","green"
"ENSG00000004468.13","grey"
"ENSG00000134198.10","brown"
"ENSG00000151789.12","brown"
"ENSG00000211746.3","turquoise"
"ENSG00000196979.1","green"
"ENSG00000259439.2","grey"
"ENSG00000272872.1","grey"
"ENSG00000234703.1","brown"
"ENSG00000263655.1","brown"
"ENSG00000154874.15","grey"
"ENSG00000008300.17","grey"
"ENSG00000106018.14","green"
"ENSG00000132182.12","turquoise"
"ENSG00000113073.15","blue"
"ENSG00000100505.13","brown"
"ENSG00000226308.1","blue"
"ENSG00000106366.9","blue"
"ENSG00000254153.1","yellow"
"ENSG00000165548.11","yellow"
"ENSG00000176697.20","blue"
"ENSG00000015520.15","grey"
"ENSG00000131738.11","yellow"
"ENSG00000137265.15","turquoise"
"ENSG00000277128.2","blue"
"ENSG00000227619.3","grey"
"ENSG00000164220.7","brown"
"ENSG00000105613.10","turquoise"
"ENSG00000263301.1","grey"
"ENSG00000186715.11","blue"
"ENSG00000186810.8","turquoise"
"ENSG00000265728.1","yellow"
"ENSG00000211812.1","turquoise"
"ENSG00000197253.13","turquoise"
"ENSG00000197992.7","turquoise"
"ENSG00000198796.7","brown"
"ENSG00000224853.3","grey"
"ENSG00000234719.9","grey"
"ENSG00000265465.1","grey"
"ENSG00000135083.16","grey"
"ENSG00000275004.4","turquoise"
"ENSG00000197016.12","turquoise"
"ENSG00000103056.12","turquoise"
"ENSG00000148357.16","turquoise"
"ENSG00000165379.13","brown"
"ENSG00000279673.1","yellow"
"ENSG00000176884.16","grey"
"ENSG00000145242.13","brown"
"ENSG00000165643.11","blue"
"ENSG00000144452.15","yellow"
"ENSG00000104219.13","blue"
"ENSG00000198502.6","turquoise"
"ENSG00000249574.1","grey"
"ENSG00000128438.10","turquoise"
"ENSG00000184408.10","brown"
"ENSG00000163687.14","turquoise"
"ENSG00000240541.3","grey"
"ENSG00000255398.3","grey"
"ENSG00000249378.6","brown"
