"gene","module"
"ENSG00000137801.11","brown"
"ENSG00000161643.13","turquoise"
"ENSG00000231742.6","grey"
"ENSG00000163141.20","yellow"
"ENSG00000230148.8","blue"
"ENSG00000211802.3","turquoise"
"ENSG00000236165.1","grey"
"ENSG00000211445.12","green"
"ENSG00000284194.3","grey"
"ENSG00000171956.7","turquoise"
"ENSG00000038945.15","turquoise"
"ENSG00000237928.6","brown"
"ENSG00000171502.15","brown"
"ENSG00000124657.1","black"
"ENSG00000110448.11","turquoise"
"ENSG00000188389.11","turquoise"
"ENSG00000278195.2","turquoise"
"ENSG00000205403.13","turquoise"
"ENSG00000196569.13","brown"
"ENSG00000151790.9","brown"
"ENSG00000184313.20","blue"
"ENSG00000175344.19","turquoise"
"ENSG00000128573.26","blue"
"ENSG00000181856.15","green"
"ENSG00000154493.19","brown"
"ENSG00000258018.2","grey"
"ENSG00000166741.8","brown"
"ENSG00000134853.12","brown"
"ENSG00000226954.1","blue"
"ENSG00000233421.4","blue"
"ENSG00000143494.15","brown"
"ENSG00000224079.1","turquoise"
"ENSG00000198216.12","grey"
"ENSG00000138678.11","grey"
"ENSG00000204361.10","blue"
"ENSG00000150551.11","grey"
"ENSG00000249679.2","green"
"ENSG00000158764.7","grey"
"ENSG00000163568.15","blue"
"ENSG00000099139.14","brown"
"ENSG00000287134.1","brown"
"ENSG00000115956.10","turquoise"
"ENSG00000280604.1","grey"
"ENSG00000142621.19","grey"
"ENSG00000259470.2","yellow"
"ENSG00000145700.10","yellow"
"ENSG00000152076.19","yellow"
"ENSG00000225964.6","blue"
"ENSG00000254024.1","blue"
"ENSG00000196263.8","turquoise"
"ENSG00000150637.9","turquoise"
"ENSG00000263264.2","turquoise"
"ENSG00000133640.20","yellow"
"ENSG00000230037.1","grey"
"ENSG00000143387.14","brown"
"ENSG00000118402.6","yellow"
"ENSG00000232938.2","grey"
"ENSG00000211698.2","turquoise"
"ENSG00000211803.2","turquoise"
"ENSG00000173705.9","brown"
"ENSG00000005379.17","blue"
"ENSG00000089101.19","green"
"ENSG00000249364.6","grey"
"ENSG00000269976.1","turquoise"
"ENSG00000205212.5","grey"
"ENSG00000233393.1","grey"
"ENSG00000234795.10","red"
"ENSG00000237136.8","blue"
"ENSG00000287394.1","grey"
"ENSG00000172915.18","brown"
"ENSG00000164743.5","brown"
"ENSG00000152128.13","turquoise"
"ENSG00000101082.14","turquoise"
"ENSG00000185168.5","yellow"
"ENSG00000135443.8","grey"
"ENSG00000176428.6","blue"
"ENSG00000278071.1","blue"
"ENSG00000111404.7","green"
"ENSG00000165091.18","grey"
"ENSG00000064270.13","yellow"
"ENSG00000185630.19","blue"
"ENSG00000255325.2","turquoise"
"ENSG00000167094.16","turquoise"
"ENSG00000169885.10","blue"
"ENSG00000280032.1","yellow"
"ENSG00000231881.2","turquoise"
"ENSG00000100453.13","turquoise"
"ENSG00000231793.5","blue"
"ENSG00000049089.15","yellow"
"ENSG00000257956.1","grey"
"ENSG00000129521.15","grey"
"ENSG00000081237.20","turquoise"
"ENSG00000211817.2","turquoise"
"ENSG00000101306.11","green"
"ENSG00000262136.1","turquoise"
"ENSG00000189320.9","brown"
"ENSG00000105609.17","turquoise"
"ENSG00000187288.12","green"
"ENSG00000112619.8","brown"
"ENSG00000228709.1","grey"
"ENSG00000102524.11","turquoise"
"ENSG00000042832.12","yellow"
"ENSG00000103522.16","turquoise"
"ENSG00000255303.2","yellow"
"ENSG00000231982.1","blue"
"ENSG00000112964.14","brown"
"ENSG00000205358.4","grey"
"ENSG00000198113.3","yellow"
"ENSG00000181885.18","blue"
"ENSG00000080007.8","grey"
"ENSG00000198467.16","green"
"ENSG00000234284.7","yellow"
"ENSG00000246430.7","brown"
"ENSG00000123843.13","blue"
"ENSG00000197584.12","yellow"
"ENSG00000260328.1","turquoise"
"ENSG00000235531.11","green"
"ENSG00000129951.19","brown"
"ENSG00000110375.3","grey"
"ENSG00000007350.17","grey"
"ENSG00000134545.14","turquoise"
"ENSG00000164638.10","grey"
"ENSG00000171557.17","grey"
"ENSG00000197915.7","yellow"
"ENSG00000089012.14","turquoise"
"ENSG00000204791.10","grey"
"ENSG00000228697.4","grey"
"ENSG00000246100.4","turquoise"
"ENSG00000159189.12","turquoise"
"ENSG00000144218.19","turquoise"
"ENSG00000225932.3","grey"
"ENSG00000070915.10","turquoise"
"ENSG00000234949.2","grey"
"ENSG00000086205.18","blue"
"ENSG00000231389.7","turquoise"
"ENSG00000272108.1","brown"
"ENSG00000125245.13","turquoise"
"ENSG00000244921.2","grey"
"ENSG00000237940.3","blue"
"ENSG00000156140.10","brown"
"ENSG00000250803.6","grey"
"ENSG00000228236.2","grey"
"ENSG00000226197.3","brown"
"ENSG00000205795.4","brown"
"ENSG00000179813.7","turquoise"
"ENSG00000188817.8","blue"
"ENSG00000255026.1","blue"
"ENSG00000039139.9","grey"
"ENSG00000068976.14","green"
"ENSG00000165626.17","grey"
"ENSG00000179292.5","grey"
"ENSG00000225907.1","yellow"
"ENSG00000100234.12","brown"
"ENSG00000171446.7","yellow"
"ENSG00000182379.10","grey"
"ENSG00000169962.5","turquoise"
"ENSG00000285420.1","turquoise"
"ENSG00000100342.21","blue"
"ENSG00000221866.9","brown"
"ENSG00000154258.17","brown"
"ENSG00000183715.13","brown"
"ENSG00000268049.1","grey"
"ENSG00000065371.17","grey"
"ENSG00000117586.11","brown"
"ENSG00000246095.2","brown"
"ENSG00000270641.1","red"
"ENSG00000138315.13","brown"
"ENSG00000260677.1","blue"
"ENSG00000273301.1","grey"
"ENSG00000225431.1","grey"
"ENSG00000254681.6","blue"
"ENSG00000142319.18","blue"
"ENSG00000197134.13","turquoise"
"ENSG00000171217.5","blue"
"ENSG00000213171.3","green"
"ENSG00000197870.12","blue"
"ENSG00000118004.18","yellow"
"ENSG00000285103.2","blue"
"ENSG00000005844.19","turquoise"
"ENSG00000272143.1","yellow"
"ENSG00000179954.16","brown"
"ENSG00000256234.1","grey"
"ENSG00000261217.2","grey"
"ENSG00000143340.6","turquoise"
"ENSG00000176177.10","turquoise"
"ENSG00000196126.11","turquoise"
"ENSG00000082074.19","turquoise"
"ENSG00000248690.8","grey"
"ENSG00000148468.17","brown"
"ENSG00000226363.3","grey"
"ENSG00000139629.16","yellow"
"ENSG00000126353.3","turquoise"
"ENSG00000197142.10","turquoise"
"ENSG00000121440.15","brown"
"ENSG00000280693.2","yellow"
"ENSG00000229425.3","brown"
"ENSG00000236047.1","grey"
"ENSG00000173404.5","turquoise"
"ENSG00000230445.4","grey"
"ENSG00000196335.13","grey"
"ENSG00000196353.11","brown"
"ENSG00000270547.6","brown"
"ENSG00000007933.13","turquoise"
"ENSG00000162998.5","turquoise"
"ENSG00000177098.9","grey"
"ENSG00000174938.14","grey"
"ENSG00000147465.12","grey"
"ENSG00000269696.2","grey"
"ENSG00000267369.1","turquoise"
"ENSG00000232810.4","grey"
"ENSG00000236871.7","blue"
"ENSG00000118308.15","turquoise"
"ENSG00000211791.2","turquoise"
"ENSG00000286529.1","blue"
"ENSG00000104972.15","turquoise"
"ENSG00000129048.7","turquoise"
"ENSG00000125872.8","grey"
"ENSG00000112837.17","grey"
"ENSG00000212237.1","grey"
"ENSG00000229699.1","yellow"
"ENSG00000160117.16","grey"
"ENSG00000166448.15","brown"
"ENSG00000246596.7","turquoise"
"ENSG00000230438.7","turquoise"
"ENSG00000186684.14","yellow"
"ENSG00000198597.9","turquoise"
"ENSG00000255422.3","turquoise"
"ENSG00000164076.17","turquoise"
"ENSG00000012171.20","turquoise"
"ENSG00000109265.14","turquoise"
"ENSG00000139970.17","turquoise"
"ENSG00000078589.13","turquoise"
"ENSG00000126733.21","grey"
"ENSG00000275212.3","blue"
"ENSG00000287538.1","yellow"
"ENSG00000168913.7","grey"
"ENSG00000128849.11","turquoise"
"ENSG00000228459.4","grey"
"ENSG00000204420.10","yellow"
"ENSG00000111796.4","turquoise"
"ENSG00000176204.13","grey"
"ENSG00000288074.1","grey"
"ENSG00000233820.2","blue"
"ENSG00000205089.8","grey"
"ENSG00000250067.12","blue"
"ENSG00000198948.12","brown"
"ENSG00000170858.10","turquoise"
"ENSG00000224961.3","turquoise"
"ENSG00000161958.11","grey"
"ENSG00000211784.2","turquoise"
"ENSG00000258754.8","blue"
"ENSG00000215866.8","blue"
"ENSG00000186777.12","grey"
"ENSG00000211448.13","brown"
"ENSG00000223387.6","grey"
"ENSG00000173372.17","turquoise"
"ENSG00000262406.3","turquoise"
"ENSG00000006788.14","brown"
"ENSG00000144115.17","grey"
"ENSG00000202318.1","blue"
"ENSG00000262097.2","grey"
"ENSG00000109654.16","blue"
"ENSG00000147434.9","turquoise"
"ENSG00000286662.2","grey"
"ENSG00000218336.9","brown"
"ENSG00000135094.11","turquoise"
"ENSG00000164627.18","brown"
"ENSG00000104368.19","blue"
"ENSG00000005108.16","brown"
"ENSG00000250230.3","grey"
"ENSG00000160801.14","brown"
"ENSG00000146070.17","turquoise"
"ENSG00000120217.14","turquoise"
"ENSG00000232598.2","grey"
"ENSG00000260840.2","grey"
"ENSG00000224189.8","grey"
"ENSG00000075429.9","yellow"
"ENSG00000279662.1","blue"
"ENSG00000224984.1","yellow"
"ENSG00000271811.1","brown"
"ENSG00000154310.17","turquoise"
"ENSG00000171360.4","grey"
"ENSG00000205696.4","blue"
"ENSG00000149243.16","yellow"
"ENSG00000159713.11","turquoise"
"ENSG00000236939.2","grey"
"ENSG00000117594.10","turquoise"
"ENSG00000185905.4","turquoise"
"ENSG00000163823.4","turquoise"
"ENSG00000178809.11","yellow"
"ENSG00000180113.16","turquoise"
"ENSG00000155754.15","grey"
"ENSG00000166840.13","grey"
"ENSG00000236740.6","yellow"
"ENSG00000240563.2","brown"
"ENSG00000115461.5","brown"
"ENSG00000167646.14","turquoise"
"ENSG00000204241.8","grey"
"ENSG00000242082.2","blue"
"ENSG00000187862.12","turquoise"
"ENSG00000080493.18","turquoise"
"ENSG00000180644.8","turquoise"
"ENSG00000136099.13","grey"
"ENSG00000198183.12","blue"
"ENSG00000260412.1","grey"
"ENSG00000116014.10","turquoise"
"ENSG00000127578.7","blue"
"ENSG00000125144.14","grey"
"ENSG00000236296.8","grey"
"ENSG00000211699.2","turquoise"
"ENSG00000147100.11","blue"
"ENSG00000095752.7","turquoise"
"ENSG00000261770.1","grey"
"ENSG00000212766.9","yellow"
"ENSG00000110900.16","brown"
"ENSG00000125788.6","grey"
"ENSG00000259094.1","grey"
"ENSG00000254991.1","turquoise"
"ENSG00000237819.5","turquoise"
"ENSG00000050555.19","brown"
"ENSG00000205426.10","grey"
"ENSG00000158714.11","turquoise"
"ENSG00000230882.1","blue"
"ENSG00000121898.13","brown"
"ENSG00000262519.1","grey"
"ENSG00000087495.17","grey"
"ENSG00000142149.9","turquoise"
"ENSG00000165887.12","green"
"ENSG00000256115.6","blue"
"ENSG00000137491.15","turquoise"
"ENSG00000185467.7","turquoise"
"ENSG00000160307.10","turquoise"
"ENSG00000188886.3","turquoise"
"ENSG00000183248.12","blue"
"ENSG00000255987.1","turquoise"
"ENSG00000159527.3","yellow"
"ENSG00000101825.8","brown"
"ENSG00000198821.11","turquoise"
"ENSG00000171451.14","brown"
"ENSG00000124116.19","grey"
"ENSG00000163873.10","turquoise"
"ENSG00000090659.18","turquoise"
"ENSG00000139211.7","blue"
"ENSG00000084674.15","brown"
"ENSG00000100344.11","turquoise"
"ENSG00000106538.10","brown"
"ENSG00000135898.10","turquoise"
"ENSG00000211786.3","turquoise"
"ENSG00000158125.10","yellow"
"ENSG00000078399.19","grey"
"ENSG00000196329.11","turquoise"
"ENSG00000167077.13","turquoise"
"ENSG00000104321.11","brown"
"ENSG00000128564.7","grey"
"ENSG00000238120.1","grey"
"ENSG00000100362.13","green"
"ENSG00000167972.14","turquoise"
"ENSG00000233487.6","yellow"
"ENSG00000163492.15","green"
"ENSG00000154153.13","green"
"ENSG00000173175.15","turquoise"
"ENSG00000112276.14","green"
"ENSG00000242041.1","grey"
"ENSG00000197977.4","brown"
"ENSG00000204991.11","blue"
"ENSG00000236039.3","grey"
"ENSG00000230570.1","grey"
"ENSG00000103269.14","turquoise"
"ENSG00000230107.1","turquoise"
"ENSG00000167964.13","grey"
"ENSG00000109794.13","turquoise"
"ENSG00000139344.8","grey"
"ENSG00000186310.10","brown"
"ENSG00000267452.3","turquoise"
"ENSG00000288029.1","blue"
"ENSG00000263325.1","blue"
"ENSG00000172379.21","yellow"
"ENSG00000262966.2","blue"
"ENSG00000204540.11","yellow"
"ENSG00000164761.9","turquoise"
"ENSG00000162545.6","turquoise"
"ENSG00000196081.10","grey"
"ENSG00000185760.17","grey"
"ENSG00000055118.16","turquoise"
"ENSG00000229140.11","grey"
"ENSG00000170178.7","grey"
"ENSG00000073464.13","turquoise"
"ENSG00000246082.2","yellow"
"ENSG00000126970.16","brown"
"ENSG00000261773.1","yellow"
"ENSG00000272512.1","blue"
"ENSG00000283000.2","yellow"
"ENSG00000160185.15","turquoise"
"ENSG00000172828.13","blue"
"ENSG00000280399.1","blue"
"ENSG00000164509.15","yellow"
"ENSG00000187260.16","brown"
"ENSG00000130176.8","brown"
"ENSG00000150275.19","grey"
"ENSG00000235947.1","grey"
"ENSG00000160716.6","yellow"
"ENSG00000267640.6","brown"
"ENSG00000105655.19","yellow"
"ENSG00000285873.1","yellow"
"ENSG00000106236.4","brown"
"ENSG00000174473.16","green"
"ENSG00000278771.1","grey"
"ENSG00000196503.5","grey"
"ENSG00000167216.17","yellow"
"ENSG00000106113.19","turquoise"
"ENSG00000257335.8","turquoise"
"ENSG00000162068.2","yellow"
"ENSG00000144821.10","green"
"ENSG00000141293.16","turquoise"
"ENSG00000133392.18","brown"
"ENSG00000177694.16","blue"
"ENSG00000270933.1","blue"
"ENSG00000135454.14","turquoise"
"ENSG00000127831.11","blue"
"ENSG00000211780.3","turquoise"
"ENSG00000152672.8","turquoise"
"ENSG00000248994.2","turquoise"
"ENSG00000163206.6","turquoise"
"ENSG00000253441.1","turquoise"
"ENSG00000250138.4","turquoise"
"ENSG00000137571.11","green"
"ENSG00000287787.1","turquoise"
"ENSG00000110665.12","turquoise"
"ENSG00000122375.12","grey"
"ENSG00000123358.20","brown"
"ENSG00000205667.3","blue"
"ENSG00000172236.18","turquoise"
"ENSG00000153495.11","blue"
"ENSG00000198535.5","grey"
"ENSG00000175592.9","yellow"
"ENSG00000134363.12","turquoise"
"ENSG00000174946.7","turquoise"
"ENSG00000130635.16","brown"
"ENSG00000214050.8","grey"
"ENSG00000170396.9","turquoise"
"ENSG00000165168.8","turquoise"
"ENSG00000250451.5","grey"
"ENSG00000213462.5","yellow"
"ENSG00000160963.14","brown"
"ENSG00000187185.4","yellow"
"ENSG00000206145.8","green"
"ENSG00000133661.17","yellow"
"ENSG00000173535.15","turquoise"
"ENSG00000154864.13","brown"
"ENSG00000226979.9","turquoise"
"ENSG00000135919.14","grey"
"ENSG00000013588.9","turquoise"
"ENSG00000174332.5","brown"
"ENSG00000276085.1","turquoise"
"ENSG00000256001.2","grey"
"ENSG00000234692.1","grey"
"ENSG00000224592.5","yellow"
"ENSG00000005102.14","turquoise"
"ENSG00000259933.6","blue"
"ENSG00000061455.11","turquoise"
"ENSG00000276644.5","brown"
"ENSG00000182459.5","yellow"
"ENSG00000182985.18","brown"
"ENSG00000287252.1","turquoise"
"ENSG00000116711.10","turquoise"
"ENSG00000154025.16","yellow"
"ENSG00000133800.9","brown"
"ENSG00000149506.11","turquoise"
"ENSG00000228536.3","brown"
"ENSG00000258659.7","blue"
"ENSG00000188211.9","grey"
"ENSG00000041982.16","grey"
"ENSG00000139329.5","brown"
"ENSG00000250155.2","turquoise"
"ENSG00000248187.1","turquoise"
"ENSG00000186150.5","turquoise"
"ENSG00000147642.17","grey"
"ENSG00000152270.9","turquoise"
"ENSG00000255690.3","turquoise"
"ENSG00000103647.13","brown"
"ENSG00000133937.5","brown"
"ENSG00000149922.11","turquoise"
"ENSG00000175040.6","yellow"
"ENSG00000253250.3","brown"
"ENSG00000267506.5","grey"
"ENSG00000133256.13","turquoise"
"ENSG00000113263.13","turquoise"
"ENSG00000182983.15","brown"
"ENSG00000279314.1","green"
"ENSG00000198353.8","grey"
"ENSG00000111291.8","blue"
"ENSG00000150045.12","turquoise"
"ENSG00000158445.10","green"
"ENSG00000174599.5","brown"
"ENSG00000228044.3","grey"
"ENSG00000187889.13","turquoise"
"ENSG00000165457.14","turquoise"
"ENSG00000211716.2","turquoise"
"ENSG00000107317.13","turquoise"
"ENSG00000254122.3","brown"
"ENSG00000107736.21","turquoise"
"ENSG00000197594.13","brown"
"ENSG00000211810.3","turquoise"
"ENSG00000148734.8","turquoise"
"ENSG00000251209.9","grey"
"ENSG00000224078.15","brown"
"ENSG00000268223.6","grey"
"ENSG00000278531.1","blue"
"ENSG00000134343.14","grey"
"ENSG00000096996.16","turquoise"
"ENSG00000161649.13","turquoise"
"ENSG00000232527.8","turquoise"
"ENSG00000157404.16","brown"
"ENSG00000115155.19","turquoise"
"ENSG00000008196.13","blue"
"ENSG00000187553.10","yellow"
"ENSG00000224999.1","grey"
"ENSG00000253766.1","grey"
"ENSG00000241475.1","grey"
"ENSG00000271013.1","turquoise"
"ENSG00000241657.1","turquoise"
"ENSG00000166111.10","green"
"ENSG00000134824.14","yellow"
"ENSG00000196735.13","turquoise"
"ENSG00000162631.19","brown"
"ENSG00000185869.15","turquoise"
"ENSG00000065621.15","turquoise"
"ENSG00000204475.10","turquoise"
"ENSG00000237975.7","grey"
"ENSG00000276819.1","turquoise"
"ENSG00000232237.3","green"
"ENSG00000131080.15","brown"
"ENSG00000158865.12","blue"
"ENSG00000205869.2","blue"
"ENSG00000167664.8","turquoise"
"ENSG00000186648.15","blue"
"ENSG00000175556.17","turquoise"
"ENSG00000112214.10","brown"
"ENSG00000258245.1","grey"
"ENSG00000170956.17","turquoise"
"ENSG00000279092.1","grey"
"ENSG00000111049.4","green"
"ENSG00000163923.10","yellow"
"ENSG00000273760.1","grey"
"ENSG00000109452.12","blue"
"ENSG00000115221.12","blue"
"ENSG00000234378.1","turquoise"
"ENSG00000171094.18","grey"
"ENSG00000142224.17","turquoise"
"ENSG00000254997.4","blue"
"ENSG00000139549.4","brown"
"ENSG00000248746.6","green"
"ENSG00000184304.16","brown"
"ENSG00000229647.2","turquoise"
"ENSG00000255129.6","grey"
"ENSG00000236548.2","turquoise"
"ENSG00000287743.1","yellow"
"ENSG00000184293.7","turquoise"
"ENSG00000259760.1","grey"
"ENSG00000140600.17","turquoise"
"ENSG00000138356.14","turquoise"
"ENSG00000203685.10","turquoise"
"ENSG00000248538.8","blue"
"ENSG00000169862.19","brown"
"ENSG00000173213.9","grey"
"ENSG00000100346.18","turquoise"
"ENSG00000197769.6","turquoise"
"ENSG00000130037.5","turquoise"
"ENSG00000034971.17","green"
"ENSG00000285201.1","grey"
"ENSG00000287460.1","blue"
"ENSG00000140937.14","brown"
"ENSG00000243753.5","blue"
"ENSG00000258521.1","turquoise"
"ENSG00000185269.12","brown"
"ENSG00000112195.9","turquoise"
"ENSG00000233705.7","turquoise"
"ENSG00000143369.15","yellow"
"ENSG00000081479.15","yellow"
"ENSG00000283175.1","turquoise"
"ENSG00000163810.12","turquoise"
"ENSG00000271474.1","brown"
"ENSG00000165071.15","turquoise"
"ENSG00000017427.17","brown"
"ENSG00000285763.1","blue"
"ENSG00000270977.2","turquoise"
"ENSG00000260862.1","turquoise"
"ENSG00000278399.1","grey"
"ENSG00000254343.2","green"
"ENSG00000182667.14","brown"
"ENSG00000160883.11","turquoise"
"ENSG00000184811.4","green"
"ENSG00000197471.12","turquoise"
"ENSG00000198976.1","blue"
"ENSG00000129744.3","green"
"ENSG00000244620.1","turquoise"
"ENSG00000231482.3","brown"
"ENSG00000253258.1","yellow"
"ENSG00000186523.14","grey"
"ENSG00000240694.9","brown"
"ENSG00000083454.22","turquoise"
"ENSG00000254338.1","grey"
"ENSG00000124302.13","brown"
"ENSG00000178562.18","turquoise"
"ENSG00000095739.11","grey"
"ENSG00000175841.8","grey"
"ENSG00000274322.1","yellow"
"ENSG00000225492.6","turquoise"
"ENSG00000134020.8","green"
"ENSG00000259091.1","brown"
"ENSG00000253741.2","yellow"
"ENSG00000277287.1","blue"
"ENSG00000229391.7","turquoise"
"ENSG00000155511.18","brown"
"ENSG00000182040.9","turquoise"
"ENSG00000284505.1","turquoise"
"ENSG00000163958.14","grey"
"ENSG00000100368.14","turquoise"
"ENSG00000197822.11","blue"
"ENSG00000284948.1","grey"
"ENSG00000095321.17","grey"
"ENSG00000128266.9","brown"
"ENSG00000272927.1","turquoise"
"ENSG00000137101.13","turquoise"
"ENSG00000249693.3","grey"
"ENSG00000225096.3","blue"
"ENSG00000231868.1","blue"
"ENSG00000089169.15","turquoise"
"ENSG00000108465.15","blue"
"ENSG00000105479.16","blue"
"ENSG00000175445.17","brown"
"ENSG00000255921.1","brown"
"ENSG00000253824.2","grey"
"ENSG00000286271.2","grey"
"ENSG00000286191.1","green"
"ENSG00000227308.2","turquoise"
"ENSG00000163734.4","grey"
"ENSG00000123570.4","green"
"ENSG00000256443.1","turquoise"
"ENSG00000236481.1","turquoise"
"ENSG00000280285.1","yellow"
"ENSG00000127951.8","turquoise"
"ENSG00000255462.1","turquoise"
"ENSG00000144481.17","blue"
"ENSG00000198795.11","brown"
"ENSG00000164684.13","brown"
"ENSG00000223855.2","blue"
"ENSG00000233217.2","blue"
"ENSG00000102098.19","yellow"
"ENSG00000256802.2","brown"
"ENSG00000171766.17","turquoise"
"ENSG00000239941.1","blue"
"ENSG00000163600.13","turquoise"
"ENSG00000229672.3","yellow"
"ENSG00000166823.5","yellow"
"ENSG00000259881.1","turquoise"
"ENSG00000041515.16","grey"
"ENSG00000174527.10","yellow"
"ENSG00000101049.17","grey"
"ENSG00000159763.4","blue"
"ENSG00000261418.1","blue"
"ENSG00000268902.3","grey"
"ENSG00000058085.15","turquoise"
"ENSG00000267508.6","brown"
"ENSG00000177932.7","turquoise"
"ENSG00000204174.8","yellow"
"ENSG00000255364.1","turquoise"
"ENSG00000251152.1","blue"
"ENSG00000152154.11","blue"
"ENSG00000285492.1","turquoise"
"ENSG00000177614.11","yellow"
"ENSG00000131711.15","brown"
"ENSG00000233968.7","brown"
"ENSG00000234614.1","turquoise"
"ENSG00000205890.3","blue"
"ENSG00000197816.16","blue"
"ENSG00000231752.6","grey"
"ENSG00000215217.7","blue"
"ENSG00000141750.7","brown"
"ENSG00000166546.14","yellow"
"ENSG00000186212.4","blue"
"ENSG00000271662.1","blue"
"ENSG00000187634.12","brown"
"ENSG00000108001.15","turquoise"
"ENSG00000246228.6","turquoise"
"ENSG00000197647.11","grey"
"ENSG00000214318.3","yellow"
"ENSG00000196109.9","green"
"ENSG00000286381.1","brown"
"ENSG00000178031.17","brown"
"ENSG00000136250.12","turquoise"
"ENSG00000235660.2","grey"
"ENSG00000163576.18","blue"
"ENSG00000134817.11","brown"
"ENSG00000279425.1","grey"
"ENSG00000163746.12","blue"
"ENSG00000188277.10","blue"
"ENSG00000214783.9","blue"
"ENSG00000171303.7","green"
"ENSG00000262152.7","grey"
"ENSG00000267709.1","blue"
"ENSG00000286389.1","blue"
"ENSG00000265246.1","grey"
"ENSG00000266302.6","grey"
"ENSG00000158516.12","grey"
"ENSG00000162804.14","brown"
"ENSG00000251365.4","grey"
"ENSG00000278934.1","brown"
"ENSG00000186567.13","yellow"
"ENSG00000112530.11","blue"
"ENSG00000113430.10","turquoise"
"ENSG00000137707.13","grey"
"ENSG00000155760.2","brown"
"ENSG00000270689.1","yellow"
"ENSG00000171051.9","turquoise"
"ENSG00000282870.1","blue"
"ENSG00000231437.3","grey"
"ENSG00000149591.17","brown"
"ENSG00000261949.6","grey"
"ENSG00000166147.14","brown"
"ENSG00000281327.2","grey"
"ENSG00000185274.12","green"
"ENSG00000246223.9","grey"
"ENSG00000019582.15","turquoise"
"ENSG00000204446.4","green"
"ENSG00000280109.3","grey"
"ENSG00000185483.12","brown"
"ENSG00000179253.3","turquoise"
"ENSG00000248515.2","grey"
"ENSG00000235904.3","green"
"ENSG00000233038.6","turquoise"
"ENSG00000278635.1","blue"
"ENSG00000153234.15","turquoise"
"ENSG00000231703.2","yellow"
"ENSG00000279954.1","blue"
"ENSG00000087245.13","brown"
"ENSG00000178803.12","turquoise"
"ENSG00000274642.1","green"
"ENSG00000184635.16","brown"
"ENSG00000213538.5","yellow"
"ENSG00000187474.5","turquoise"
"ENSG00000174600.14","turquoise"
"ENSG00000158014.15","green"
"ENSG00000233682.3","brown"
"ENSG00000206561.13","green"
"ENSG00000164344.16","turquoise"
"ENSG00000240875.6","turquoise"
"ENSG00000128284.19","turquoise"
"ENSG00000233056.3","grey"
"ENSG00000100336.17","turquoise"
"ENSG00000164746.14","yellow"
"ENSG00000154040.21","grey"
"ENSG00000079263.19","turquoise"
"ENSG00000273032.3","blue"
"ENSG00000197646.8","turquoise"
"ENSG00000149557.14","turquoise"
"ENSG00000113140.11","brown"
"ENSG00000137727.12","turquoise"
"ENSG00000177675.9","turquoise"
"ENSG00000235180.1","brown"
"ENSG00000171860.5","turquoise"
"ENSG00000171812.13","brown"
"ENSG00000178150.10","turquoise"
"ENSG00000160973.8","turquoise"
"ENSG00000269210.2","turquoise"
"ENSG00000186766.8","grey"
"ENSG00000099957.16","green"
"ENSG00000111335.13","blue"
"ENSG00000279082.4","turquoise"
"ENSG00000273837.1","turquoise"
"ENSG00000185610.6","grey"
"ENSG00000076662.10","turquoise"
"ENSG00000221852.5","grey"
"ENSG00000133124.11","blue"
"ENSG00000224899.1","grey"
"ENSG00000235689.1","blue"
"ENSG00000253435.1","turquoise"
"ENSG00000119535.18","turquoise"
"ENSG00000242779.7","turquoise"
"ENSG00000139737.22","turquoise"
"ENSG00000198959.12","turquoise"
"ENSG00000172575.12","turquoise"
"ENSG00000211818.1","turquoise"
"ENSG00000273812.3","grey"
"ENSG00000142408.6","green"
"ENSG00000221818.9","brown"
"ENSG00000146955.11","turquoise"
"ENSG00000144837.9","turquoise"
"ENSG00000136928.7","grey"
"ENSG00000116132.12","brown"
"ENSG00000145708.11","turquoise"
"ENSG00000166073.11","grey"
"ENSG00000234444.10","turquoise"
"ENSG00000257230.1","blue"
"ENSG00000276170.4","turquoise"
"ENSG00000102362.15","brown"
"ENSG00000128242.13","grey"
"ENSG00000280241.4","brown"
"ENSG00000100033.16","blue"
"ENSG00000131042.15","turquoise"
"ENSG00000166922.8","brown"
"ENSG00000187244.12","turquoise"
"ENSG00000240859.3","turquoise"
"ENSG00000104415.14","brown"
"ENSG00000205456.11","grey"
"ENSG00000179388.9","brown"
"ENSG00000243649.9","turquoise"
"ENSG00000160191.18","brown"
"ENSG00000268204.1","blue"
"ENSG00000089472.16","brown"
"ENSG00000268362.6","grey"
"ENSG00000279277.2","grey"
"ENSG00000234465.11","grey"
"ENSG00000242866.10","blue"
"ENSG00000111339.12","turquoise"
"ENSG00000113205.5","brown"
"ENSG00000137558.9","brown"
"ENSG00000230417.12","grey"
"ENSG00000254057.1","grey"
"ENSG00000145681.11","brown"
"ENSG00000162873.15","brown"
"ENSG00000128298.17","turquoise"
"ENSG00000238207.2","grey"
"ENSG00000163017.14","brown"
"ENSG00000183347.15","blue"
"ENSG00000283128.2","grey"
"ENSG00000188747.8","blue"
"ENSG00000287313.1","grey"
"ENSG00000179331.3","turquoise"
"ENSG00000168004.10","green"
"ENSG00000233093.6","turquoise"
"ENSG00000263934.5","grey"
"ENSG00000055813.6","brown"
"ENSG00000132530.17","blue"
"ENSG00000182870.13","yellow"
"ENSG00000178363.5","yellow"
"ENSG00000226051.8","grey"
"ENSG00000108684.15","grey"
"ENSG00000234771.3","blue"
